track_name,isrc,language,publishing_company,arranger,producer,interpreter,date,duration,apple_itunes,k,l,m,n,Juke,microsoft,musicload,napster,qobuz,spotify,tidal,vimeo,youtube,amazon_books,apple_books,google_play_books,music_notes,notafina,note_download,sheet_music_plus,music_image
Needin' Your Love,,,,,,,2018-05-21,,,,,,,,,,,,,,,,,,,,,,,
Rabies in Town,,,,,,,2018-05-22,,,,,,,,,,,,,,,,,,,,,,,
I Do It,,,,,,,2018-05-23,,,,,,,,,,,,,,,,,,,,,,,
Under My Wheels,,,,,,,2018-05-24,,,,,,,,,,,,,,,,,,,,,,,
Rock It On,,,,,,,2018-05-25,,,,,,,,,,,,,,,,,,,,,,,
Hey You (I'm Gonna Tear You Down),,,,,,,2018-05-26,,,,,,,,,,,,,,,,,,,,,,,
We Like Rock 'n' Roll,,,,,,,2018-05-27,,,,,,,,,,,,,,,,,,,,,,,
Too Late to Escape,,,,,,,2018-05-28,,,,,,,,,,,,,,,,,,,,,,,
Goodbye Blue Sky,,,,,,,2018-05-29,,,,,,,,,,,,,,,,,,,,,,,
Der Kellermeister,,,,,,,2018-05-30,,,,,,,,,,,,,,,,,,,,,,,
Wer die Theke hat erfunden (Thekenlied),,,,,,,2018-05-31,,,,,,,,,,,,,,,,,,,,,,,
Dat gönnt sich der Papa,,,,,,,2018-06-01,,,,,,,,,,,,,,,,,,,,,,,
Matratzenball-Cha-Cha,,,,,,,2018-06-02,,,,,,,,,,,,,,,,,,,,,,,
Prinz - Bauer - Jungfrau,,,,,,,2018-06-03,,,,,,,,,,,,,,,,,,,,,,,
Wir seh'n uns wieder,,,,,,,2018-06-04,,,,,,,,,,,,,,,,,,,,,,,
Lightnin' Fever,,,,,,,2018-06-05,,,,,,,,,,,,,,,,,,,,,,,
Night Shock,,,,,,,2018-06-06,,,,,,,,,,,,,,,,,,,,,,,
"Shut Up, You Dudes",,,,,,,2018-06-07,,,,,,,,,,,,,,,,,,,,,,,
No Way to Lose,,,,,,,2018-06-08,,,,,,,,,,,,,,,,,,,,,,,
Burnin' Eyes,,,,,,,2018-06-09,,,,,,,,,,,,,,,,,,,,,,,
Damned Man Alive,,,,,,,2018-06-10,,,,,,,,,,,,,,,,,,,,,,,
Red Alert,,,,,,,2018-06-11,,,,,,,,,,,,,,,,,,,,,,,
Speed Attack,,,,,,,2018-06-12,,,,,,,,,,,,,,,,,,,,,,,
Hammer My Nail Into You,,,,,,,2018-06-13,,,,,,,,,,,,,,,,,,,,,,,
Underdog,,,,,,,2018-06-14,,,,,,,,,,,,,,,,,,,,,,,
Shout It Out Together,,,,,,,2018-06-15,,,,,,,,,,,,,,,,,,,,,,,
'ne Besuch em Zoo,,,,,,,2018-06-16,,,,,,,,,,,,,,,,,,,,,,,
In der Kaygass Nummer Null,,,,,,,2018-06-17,,,,,,,,,,,,,,,,,,,,,,,
Mir schenke der Ahl e paar Blömcher [Mir schenken dä Ahl e paar Blömcher],,,,,,,2018-06-18,,,,,,,,,,,,,,,,,,,,,,,
Villa Billa-Walzer,,,,,,,2018-06-19,,,,,,,,,,,,,,,,,,,,,,,
Kölsche Jung,,,,,,,2018-06-20,,,,,,,,,,,,,,,,,,,,,,,
Heimweh nach Köln,,,,,,,2018-06-21,,,,,,,,,,,,,,,,,,,,,,,
Take It Away,,,,,,,2018-06-22,,,,,,,,,,,,,,,,,,,,,,,
Look At the Sky,,,,,,,2018-06-23,,,,,,,,,,,,,,,,,,,,,,,
No Way to Lose - Version 1981,,,,,,,2018-06-24,,,,,,,,,,,,,,,,,,,,,,,
I Show You a Feeling (It's More Than Your Love) - Version 1980,,,,,,,2018-06-25,,,,,,,,,,,,,,,,,,,,,,,
Damned Man Alive - Version 1981,,,,,,,2018-06-26,,,,,,,,,,,,,,,,,,,,,,,
Kids Today,,,,,,,2018-06-27,,,,,,,,,,,,,,,,,,,,,,,
Hot Love - Version 1981,,,,,,,2018-06-28,,,,,,,,,,,,,,,,,,,,,,,
I'm Leavin',,,,,,,2018-06-29,,,,,,,,,,,,,,,,,,,,,,,
Snowblind - Version 1981,,,,,,,2018-06-30,,,,,,,,,,,,,,,,,,,,,,,
The Show Is Over,,,,,,,2018-07-01,,,,,,,,,,,,,,,,,,,,,,,
Sie will ja,,,,,,,2018-07-02,,,,,,,,,,,,,,,,,,,,,,,
Tu nicht so,,,,,,,2018-07-03,,,,,,,,,,,,,,,,,,,,,,,
Einmal schnappt die Falle zu,,,,,,,2018-07-04,,,,,,,,,,,,,,,,,,,,,,,
"Blue, Blue Butterfly",,,,,,,2018-07-05,,,,,,,,,,,,,,,,,,,,,,,
Du bist ein Stück aus meinem Leben,,,,,,,2018-07-06,,,,,,,,,,,,,,,,,,,,,,,
Morgen wirst du wieder bei mir sein,,,,,,,2018-07-07,,,,,,,,,,,,,,,,,,,,,,,
Breakout,,,,,,,2018-07-08,,,,,,,,,,,,,,,,,,,,,,,
Easy Livin',,,,,,,2018-07-09,,,,,,,,,,,,,,,,,,,,,,,
Snowblind,,,,,,,2018-07-10,,,,,,,,,,,,,,,,,,,,,,,
Starlight - Daylight,,,,,,,2018-07-11,,,,,,,,,,,,,,,,,,,,,,,
Hold On,,,,,,,2018-07-12,,,,,,,,,,,,,,,,,,,,,,,
Hot Love,,,,,,,2018-07-13,,,,,,,,,,,,,,,,,,,,,,,
I Do It - Version 1981,,,,,,,2018-07-14,,,,,,,,,,,,,,,,,,,,,,,
Giddup,,,,,,,2018-07-15,,,,,,,,,,,,,,,,,,,,,,,
Can't Live Without You,,,,,,,2018-07-16,,,,,,,,,,,,,,,,,,,,,,,
No Way to Lose - Version 1980,,,,,,,2018-07-17,,,,,,,,,,,,,,,,,,,,,,,
"Fremde Ufer, fremde Sterne",,,,,,,2018-07-18,,,,,,,,,,,,,,,,,,,,,,,
Suliko,,,,,,,2018-07-19,,,,,,,,,,,,,,,,,,,,,,,
Und dann will es keiner gewesen sein,,,,,,,2018-07-20,,,,,,,,,,,,,,,,,,,,,,,
Die grosse Liebe meines Lebens,,,,,,,2018-07-21,,,,,,,,,,,,,,,,,,,,,,,
"Mädchen, die am Sonntag weinen",,,,,,,2018-07-22,,,,,,,,,,,,,,,,,,,,,,,
Du hast so traurige Augen,,,,,,,2018-07-23,,,,,,,,,,,,,,,,,,,,,,,
Moonlight,,,,,,,2018-07-24,,,,,,,,,,,,,,,,,,,,,,,
Baby - Baby,,,,,,,2018-07-25,,,,,,,,,,,,,,,,,,,,,,,
"Gimme Your Lovin', Babe",,,,,,,2018-07-26,,,,,,,,,,,,,,,,,,,,,,,
"Baby, Come Back",,,,,,,2018-07-27,,,,,,,,,,,,,,,,,,,,,,,
Caribbean Sundown,,,,,,,2018-07-28,,,,,,,,,,,,,,,,,,,,,,,
Eyes of Amber [Fremde Augen],,,,,,,2018-07-29,,,,,,,,,,,,,,,,,,,,,,,
You Took My Heart Away,,,,,,,2018-07-30,,,,,,,,,,,,,,,,,,,,,,,
Rio Beach Party,,,,,,,2018-07-31,,,,,,,,,,,,,,,,,,,,,,,
Hail to the Simple Miss,,,,,,,2018-08-01,,,,,,,,,,,,,,,,,,,,,,,
"Are You Lonesome, Maria?",,,,,,,2018-08-02,,,,,,,,,,,,,,,,,,,,,,,
It's Over,,,,,,,2018-08-03,,,,,,,,,,,,,,,,,,,,,,,
Sail Out With the Tide,,,,,,,2018-08-04,,,,,,,,,,,,,,,,,,,,,,,
Du darfst dem Sonnenschein nicht böse sein [Mon bel amour d'eté],,,,,,,2018-08-05,,,,,,,,,,,,,,,,,,,,,,,
Mademoiselle Amour,,,,,,,2018-08-06,,,,,,,,,,,,,,,,,,,,,,,
Nimm dir einen Mann [Varka Sto Yialo],,,,,,,2018-08-07,,,,,,,,,,,,,,,,,,,,,,,
Kleiner Muliero,,,,,,,2018-08-08,,,,,,,,,,,,,,,,,,,,,,,
Arizona [Deutsche Version],,,,,,,2018-08-09,,,,,,,,,,,,,,,,,,,,,,,
High Is High [Wight Is Wight],,,,,,,2018-08-10,,,,,,,,,,,,,,,,,,,,,,,
Ich kann dir meine Liebe geben [Learn to Love (All Over Again)],,,,,,,2018-08-11,,,,,,,,,,,,,,,,,,,,,,,
"Ay, Ay, Ay, Ay (Warum tanzt du nicht mal mit mir?)",,,,,,,2018-08-12,,,,,,,,,,,,,,,,,,,,,,,
Die Sonne geht auf,,,,,,,2018-08-13,,,,,,,,,,,,,,,,,,,,,,,
Un poco mais (Ein bisschen mehr),,,,,,,2018-08-14,,,,,,,,,,,,,,,,,,,,,,,
Chico de Mayo,,,,,,,2018-08-15,,,,,,,,,,,,,,,,,,,,,,,
Bossa Nova,,,,,,,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,
Samstag Nacht,,,,,,,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,
Sag noch einmal Amor zu mir,,,,,,,2018-08-18,,,,,,,,,,,,,,,,,,,,,,,
Mein Friseur,,,,,,,2018-08-19,,,,,,,,,,,,,,,,,,,,,,,
Mambo d'amor,,,,,,,2018-08-20,,,,,,,,,,,,,,,,,,,,,,,
An einem Abend im April,,,,,,,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,
Fandango,,,,,,,2018-08-22,,,,,,,,,,,,,,,,,,,,,,,
Dr. Music,,,,,,,2018-08-23,,,,,,,,,,,,,,,,,,,,,,,
Nach Hause,,,,,,,2018-08-24,,,,,,,,,,,,,,,,,,,,,,,
Hej Då-Samba,,,,,,,2018-08-25,,,,,,,,,,,,,,,,,,,,,,,
Cielito Lindo,,,,,,,2018-08-26,,,,,,,,,,,,,,,,,,,,,,,
Allzuviel ist ungesund,,,,,,,2018-08-27,,,,,,,,,,,,,,,,,,,,,,,
The Swingin' Creeper,,,,,,,2018-08-28,,,,,,,,,,,,,,,,,,,,,,,
Hitch-Hike,,,,,,,2018-08-29,,,,,,,,,,,,,,,,,,,,,,,
Rose-Marie,,,,,,,2018-08-30,,,,,,,,,,,,,,,,,,,,,,,
Red Roses for a Blue Lady,,,,,,,2018-08-31,,,,,,,,,,,,,,,,,,,,,,,
La Rose d'Anjou,,,,,,,2018-09-01,,,,,,,,,,,,,,,,,,,,,,,
Last Rose of Summer,,,,,,,2018-09-02,,,,,,,,,,,,,,,,,,,,,,,
Dunkelrote Rosen,,,,,,,2018-09-03,,,,,,,,,,,,,,,,,,,,,,,
Blue Rose,,,,,,,2018-09-04,,,,,,,,,,,,,,,,,,,,,,,
Yellow Rose of Texas,,,,,,,2018-09-05,,,,,,,,,,,,,,,,,,,,,,,
Rosen brauchen Sonnenschein,,,,,,,2018-09-06,,,,,,,,,,,,,,,,,,,,,,,
Schenk deiner Frau doch hin und wieder rote Rosen,,,,,,,2018-09-07,,,,,,,,,,,,,,,,,,,,,,,
Rosa de Saudade,,,,,,,2018-09-08,,,,,,,,,,,,,,,,,,,,,,,
Schenkt man sich Rosen in Tirol,,,,,,,2018-09-09,,,,,,,,,,,,,,,,,,,,,,,
Rosetta,,,,,,,2018-09-10,,,,,,,,,,,,,,,,,,,,,,,
"Mini, Midi oder Maxi [La recluta]",,,,,,,2018-09-11,,,,,,,,,,,,,,,,,,,,,,,
"Sommer, Sonne, Sand und Meer",,,,,,,2018-09-12,,,,,,,,,,,,,,,,,,,,,,,
Wenn die Sonne erwacht in den Bergen,,,,,,,2018-09-13,,,,,,,,,,,,,,,,,,,,,,,
Wenn ein Mann mit der Liebe spielt [Son-Of-A Preacher Man],,,,,,,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,
Haschisch Halef Omar (Haschu Haschisch ini Tasche),,,,,,,2018-09-15,,,,,,,,,,,,,,,,,,,,,,,
High and Happy,,,,,,,2018-09-16,,,,,,,,,,,,,,,,,,,,,,,
Mame,,,,,,,2018-09-17,,,,,,,,,,,,,,,,,,,,,,,
Somewhere My Love (Lara's Theme),,,,,,,2018-09-18,,,,,,,,,,,,,,,,,,,,,,,
Dein ist mein ganzes Herz,,,,,,,2018-09-19,,,,,,,,,,,,,,,,,,,,,,,
There's a Kind of Hush,,,,,,,2018-09-20,,,,,,,,,,,,,,,,,,,,,,,
Days of Wine and Roses,,,,,,,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,
Simon Smith and the Amazing Dancing Bear,,,,,,,2018-09-22,,,,,,,,,,,,,,,,,,,,,,,
Wizzball,,,,,,,2018-09-23,,,,,,,,,,,,,,,,,,,,,,,
I Got Rhythm,,,,,,,2018-09-24,,,,,,,,,,,,,,,,,,,,,,,
Detroit-City,,,,,,,2018-09-25,,,,,,,,,,,,,,,,,,,,,,,
With a Little Help from My Friends,,,,,,,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,
"What Now, My Love? [Et maintenant?]",,,,,,,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,
Goin' Out of My Head,,,,,,,2018-09-28,,,,,,,,,,,,,,,,,,,,,,,
Good Day Sunshine,,,,,,,2018-09-29,,,,,,,,,,,,,,,,,,,,,,,
No Milk Today,,,,,,,2018-09-30,,,,,,,,,,,,,,,,,,,,,,,
Lover Boy,,,,,,,2018-10-01,,,,,,,,,,,,,,,,,,,,,,,
Ohne Abschied gibt's kein Wiederseh'n,,,,,,,2018-10-02,,,,,,,,,,,,,,,,,,,,,,,
Mit deinem Namen in meinem Herzen,,,,,,,2018-10-03,,,,,,,,,,,,,,,,,,,,,,,
Mama Tschau [Ricordando con tenerezza],,,,,,,2018-10-04,,,,,,,,,,,,,,,,,,,,,,,
Schön ist das,,,,,,,2018-10-05,,,,,,,,,,,,,,,,,,,,,,,
In Lu-Lu-Lu-Lu-Lu-Lu-Luxemburg,,,,,,,2018-10-06,,,,,,,,,,,,,,,,,,,,,,,
Dead in the Four o'Clock Sun,,,,,,,2018-10-07,,,,,,,,,,,,,,,,,,,,,,,
Fairy Tales,,,,,,,2018-10-08,,,,,,,,,,,,,,,,,,,,,,,
Dear Elsie,,,,,,,2018-10-09,,,,,,,,,,,,,,,,,,,,,,,
"Winkin', Blinkin' and Nod",,,,,,,2018-10-10,,,,,,,,,,,,,,,,,,,,,,,
Sugar Love,,,,,,,2018-10-11,,,,,,,,,,,,,,,,,,,,,,,
Napoleon,,,,,,,2018-10-12,,,,,,,,,,,,,,,,,,,,,,,
Song of the Sea,,,,,,,2018-10-13,,,,,,,,,,,,,,,,,,,,,,,
Happy,,,,,,,2018-10-14,,,,,,,,,,,,,,,,,,,,,,,
The Beginning of the Fall,,,,,,,2018-10-15,,,,,,,,,,,,,,,,,,,,,,,
When Winter Comes,,,,,,,2018-10-16,,,,,,,,,,,,,,,,,,,,,,,
Gej Jamschik,,,,,,,2018-10-17,,,,,,,,,,,,,,,,,,,,,,,
Otschi Tschornije,,,,,,,2018-10-18,,,,,,,,,,,,,,,,,,,,,,,
Bajuschki Baju,,,,,,,2018-10-19,,,,,,,,,,,,,,,,,,,,,,,
Bublitschki,,,,,,,2018-10-20,,,,,,,,,,,,,,,,,,,,,,,
Ilija i Mischka,,,,,,,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,
Kalinka,,,,,,,2018-10-22,,,,,,,,,,,,,,,,,,,,,,,
If I Were a Rich Man [Russian Version],,,,,,,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,
Schlittenfahrt im Mondschein,,,,,,,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,
Ech Rjabina,,,,,,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,
Jablotschke,,,,,,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,
Tschiribim,,,,,,,2018-10-27,,,,,,,,,,,,,,,,,,,,,,,
Va Sadulje Wagarodje,,,,,,,2018-10-28,,,,,,,,,,,,,,,,,,,,,,,
Sunshine-Baby,,,,,,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,
Bleib nicht allein,,,,,,,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,
Lachen und weinen im Glück,,,,,,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,
"Mañana, Mañana Rosita",,,,,,,2018-11-01,,,,,,,,,,,,,,,,,,,,,,,
Arno Schmiddchen,,,,,,,2018-11-02,,,,,,,,,,,,,,,,,,,,,,,
Diddeldei,,,,,,,2018-11-03,,,,,,,,,,,,,,,,,,,,,,,
Heaven and Hell,,,,,,,2018-11-04,,,,,,,,,,,,,,,,,,,,,,,
Rock City,,,,,,,2018-11-05,,,,,,,,,,,,,,,,,,,,,,,
Topic of Evermore,,,,,,,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,
Sorrows,,,,,,,2018-11-07,,,,,,,,,,,,,,,,,,,,,,,
Babsner.TV-Thema,,,,,,,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,
Na und!,,,,,,,2018-11-09,,,,,,,,,,,,,,,,,,,,,,,
Babsner.TV Outtakes-Thema [Snappy Pappy],,,,,,,2018-11-10,,,,,,,,,,,,,,,,,,,,,,,
Geht gar ned!,,,,,,,2018-11-11,,,,,,,,,,,,,,,,,,,,,,,
Familie Transbacher-Thema,,,,,,,2018-11-12,,,,,,,,,,,,,,,,,,,,,,,
Pöh!,,,,,,,2018-11-13,,,,,,,,,,,,,,,,,,,,,,,
Special Agent OO-Christ - The Escape [The Killer of Soho],,,,,,,2018-11-14,,,,,,,,,,,,,,,,,,,,,,,
Schwul is Cool!,,,,,,,2018-11-15,,,,,,,,,,,,,,,,,,,,,,,
"The GG and Kelly Dance [No, No, No]",,,,,,,2018-11-16,,,,,,,,,,,,,,,,,,,,,,,
Frollein Babettes Thema [Laissez faire],,,,,,,2018-11-17,,,,,,,,,,,,,,,,,,,,,,,
Music to Brönsch to [Hab ein blaues Himmelbett],,,,,,,2018-11-18,,,,,,,,,,,,,,,,,,,,,,,
Special Agent 00-Christ-Thema [Das ganze liebe lange Leben lang],,,,,,,2018-11-19,,,,,,,,,,,,,,,,,,,,,,,
Meine schöne Helena,,,,,,,2018-11-20,,,,,,,,,,,,,,,,,,,,,,,
Am Samstag,,,,,,,2018-11-21,,,,,,,,,,,,,,,,,,,,,,,
Wir hau'n die Pauker in die Pfanne (aus dem gleichnamigen Film),,,,,,,2018-11-22,,,,,,,,,,,,,,,,,,,,,,,
Dam Dam Dam,,,,,,,2018-11-23,,,,,,,,,,,,,,,,,,,,,,,
Monsieur Le Gendarme,,,,,,,2018-11-24,,,,,,,,,,,,,,,,,,,,,,,
Illusion d'amour,,,,,,,2018-11-25,,,,,,,,,,,,,,,,,,,,,,,
Karlsbader Sprudler,,,,,,,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,
Die Jahreszeiten,,,,,,,2018-11-27,,,,,,,,,,,,,,,,,,,,,,,
Kraichgau-Polka,,,,,,,2018-11-28,,,,,,,,,,,,,,,,,,,,,,,
Egerländer-Ländler,,,,,,,2018-11-29,,,,,,,,,,,,,,,,,,,,,,,
Das muss doch geh'n,,,,,,,2018-11-30,,,,,,,,,,,,,,,,,,,,,,,
Bodensee-Ländler,,,,,,,2018-12-01,,,,,,,,,,,,,,,,,,,,,,,
Flotter Flitzer,,,,,,,2018-12-02,,,,,,,,,,,,,,,,,,,,,,,
Trompeten-Echo [Na golici],,,,,,,2018-12-03,,,,,,,,,,,,,,,,,,,,,,,
Herz ohne Heimat,,,,,,,2018-12-04,,,,,,,,,,,,,,,,,,,,,,,
Schweine-Marsch,,,,,,,2018-12-05,,,,,,,,,,,,,,,,,,,,,,,
Tief drin im Böhmerwald,,,,,,,2018-12-06,,,,,,,,,,,,,,,,,,,,,,,
Die Lieder meiner Heimat,,,,,,,2018-12-07,,,,,,,,,,,,,,,,,,,,,,,
An der Kastanienhalde,,,,,,,2018-12-08,,,,,,,,,,,,,,,,,,,,,,,
Jetzt trink ma noch a Flascherl Wein,,,,,,,2018-12-09,,,,,,,,,,,,,,,,,,,,,,,
Sarah [Deutsche Version],,,,,,,2018-12-10,,,,,,,,,,,,,,,,,,,,,,,
Arrivederci heisst 'Auf Wiederseh'n' [Grön],,,,,,,2018-12-11,,,,,,,,,,,,,,,,,,,,,,,
Chi-Chi-Merengue,,,,,,,2018-12-12,,,,,,,,,,,,,,,,,,,,,,,
Island Woman,,,,,,,2018-12-13,,,,,,,,,,,,,,,,,,,,,,,
"Madonna, du bist schöner als der Sonnenschein",,,,,,,2018-12-14,,,,,,,,,,,,,,,,,,,,,,,
Just Before Slumber,,,,,,,2018-12-15,,,,,,,,,,,,,,,,,,,,,,,
Ich bin von Kopf bis Fuss auf Liebe eingestellt,,,,,,,2018-12-16,,,,,,,,,,,,,,,,,,,,,,,
Relaxing Time,,,,,,,2018-12-17,,,,,,,,,,,,,,,,,,,,,,,
Should I?,,,,,,,2018-12-18,,,,,,,,,,,,,,,,,,,,,,,
Im Wind,,,,,,,2018-12-19,,,,,,,,,,,,,,,,,,,,,,,
Salome,,,,,,,2018-12-20,,,,,,,,,,,,,,,,,,,,,,,
Castle in the Air,,,,,,,2018-12-21,,,,,,,,,,,,,,,,,,,,,,,
Heute Nacht oder nie,,,,,,,2018-12-22,,,,,,,,,,,,,,,,,,,,,,,
Morning Soon,,,,,,,2018-12-23,,,,,,,,,,,,,,,,,,,,,,,
"Johnny, wenn du Geburtstag hast",,,,,,,2018-12-24,,,,,,,,,,,,,,,,,,,,,,,
Laissez faire,,,,,,,2018-12-25,,,,,,,,,,,,,,,,,,,,,,,
Träume ohne Tränen,,,,,,,2018-12-26,,,,,,,,,,,,,,,,,,,,,,,
Es ist zu spät zum Auseinandergeh'n,,,,,,,2018-12-27,,,,,,,,,,,,,,,,,,,,,,,
Solang ein Mädchen um dich weint,,,,,,,2018-12-28,,,,,,,,,,,,,,,,,,,,,,,
Im Namen der Liebe,,,,,,,2018-12-29,,,,,,,,,,,,,,,,,,,,,,,
Mein Talisman ist nicht aus Gold,,,,,,,2018-12-30,,,,,,,,,,,,,,,,,,,,,,,
Mein Schatz vom Silbersee,,,,,,,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,
I Had My Chance With You,,,,,,,2019-01-01,,,,,,,,,,,,,,,,,,,,,,,
She's So Funny,,,,,,,2019-01-02,,,,,,,,,,,,,,,,,,,,,,,
The Liar,,,,,,,2019-01-03,,,,,,,,,,,,,,,,,,,,,,,
In My Dreams,,,,,,,2019-01-04,,,,,,,,,,,,,,,,,,,,,,,
"No, No, No",,,,,,,2019-01-05,,,,,,,,,,,,,,,,,,,,,,,
Round and Around,,,,,,,2019-01-06,,,,,,,,,,,,,,,,,,,,,,,
Valentine's Day,,,,,,,2019-01-07,,,,,,,,,,,,,,,,,,,,,,,
Circus,,,,,,,2019-01-08,,,,,,,,,,,,,,,,,,,,,,,
(I Can't Get No) Satisfaction,,,,,,,2019-01-09,,,,,,,,,,,,,,,,,,,,,,,
Flyin' High,,,,,,,2019-01-10,,,,,,,,,,,,,,,,,,,,,,,
My Kind of Sunshine,,,,,,,2019-01-11,,,,,,,,,,,,,,,,,,,,,,,
Wade in the Water,,,,,,,2019-01-12,,,,,,,,,,,,,,,,,,,,,,,
Aldrig igen (aus der schwedischen TV-Serie 'Lyckliga Gatan'),,,,,,,2019-01-13,,,,,,,,,,,,,,,,,,,,,,,
Tell Me Why,,,,,,,2019-01-14,,,,,,,,,,,,,,,,,,,,,,,
The Kiss of Life,,,,,,,2019-01-15,,,,,,,,,,,,,,,,,,,,,,,
The Notion of Love,,,,,,,2019-01-16,,,,,,,,,,,,,,,,,,,,,,,
Restless Feet (Dance Away),,,,,,,2019-01-17,,,,,,,,,,,,,,,,,,,,,,,
The Notion of Love [Cut and Slice-Mix],,,,,,,2019-01-18,,,,,,,,,,,,,,,,,,,,,,,
The Notion of Love [Dub-Version],,,,,,,2019-01-19,,,,,,,,,,,,,,,,,,,,,,,
My Crazy Family,,,,,,,2019-01-20,,,,,,,,,,,,,,,,,,,,,,,
Cornflakes [English Version],,,,,,,2019-01-21,,,,,,,,,,,,,,,,,,,,,,,
Läuft bei uns - Un ihr so?,,,,,,,2019-01-22,,,,,,,,,,,,,,,,,,,,,,,
Läuft bei uns - Un ihr so? [Karaoke Version],,,,,,,2019-01-23,,,,,,,,,,,,,,,,,,,,,,,
Na und! [Karaoke Version],,,,,,,2019-01-24,,,,,,,,,,,,,,,,,,,,,,,
Geht gar ned! [Karaoke Version],,,,,,,2019-01-25,,,,,,,,,,,,,,,,,,,,,,,
Pöh! [Karaoke Version],,,,,,,2019-01-26,,,,,,,,,,,,,,,,,,,,,,,
Schwul is Cool! [Karaoke Version],,,,,,,2019-01-27,,,,,,,,,,,,,,,,,,,,,,,
Suzanne Cherie,,,,,,,2019-01-28,,,,,,,,,,,,,,,,,,,,,,,
Das ganze liebe lange Leben lang,,,,,,,2019-01-29,,,,,,,,,,,,,,,,,,,,,,,
Es regnet in mein Glück hinein,,,,,,,2019-01-30,,,,,,,,,,,,,,,,,,,,,,,
"Monsieur, ich bin Lolita",,,,,,,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,
Heinrich der Achte,,,,,,,2019-02-01,,,,,,,,,,,,,,,,,,,,,,,
Zauberhaft,,,,,,,2019-02-02,,,,,,,,,,,,,,,,,,,,,,,
Was weiss denn ein Mann von einer Frau?,,,,,,,2019-02-03,,,,,,,,,,,,,,,,,,,,,,,
"Jeder braucht, dass man ihn braucht",,,,,,,2019-02-04,,,,,,,,,,,,,,,,,,,,,,,
Dann lass ich mich treiben,,,,,,,2019-02-05,,,,,,,,,,,,,,,,,,,,,,,
Ohne dich hätt ich heut nicht Elisabeth,,,,,,,2019-02-06,,,,,,,,,,,,,,,,,,,,,,,
Ich möcht ein Haifisch sein,,,,,,,2019-02-07,,,,,,,,,,,,,,,,,,,,,,,
C'est sensationnel,,,,,,,2019-02-08,,,,,,,,,,,,,,,,,,,,,,,
Karibu Afrika - Part 2,,,,,,,2019-02-09,,,,,,,,,,,,,,,,,,,,,,,
Gina,,,,,,,2019-02-10,,,,,,,,,,,,,,,,,,,,,,,
Deine schönen Augen,,,,,,,2019-02-11,,,,,,,,,,,,,,,,,,,,,,,
Das grosse Glück,,,,,,,2019-02-12,,,,,,,,,,,,,,,,,,,,,,,
Der alte Clown,,,,,,,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,
"Bye, Bye Love",,,,,,,2019-02-14,,,,,,,,,,,,,,,,,,,,,,,
My name Is Joe [English Version] [Hrozinky],,,,,,,2019-02-15,,,,,,,,,,,,,,,,,,,,,,,
The Funny Bull [Bláznivy byk],,,,,,,2019-02-16,,,,,,,,,,,,,,,,,,,,,,,
I Remember You,,,,,,,2019-02-17,,,,,,,,,,,,,,,,,,,,,,,
"The Josef-Laufer-Show (Green, Green / Oh Lonesome Me / Michael / A-Me-Ri-Ca / When the Saints Go Marching in / If I Had a Hammer / Cielito Lindo)",,,,,,,2019-02-18,,,,,,,,,,,,,,,,,,,,,,,
Só danço Samba,,,,,,,2019-02-19,,,,,,,,,,,,,,,,,,,,,,,
That's the Way of the World,,,,,,,2019-02-20,,,,,,,,,,,,,,,,,,,,,,,
Moonlight,,,,,,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,
Samba for Vinicius [Samba pra Vinicius],,,,,,,2019-02-22,,,,,,,,,,,,,,,,,,,,,,,
The Copaflat [Copaflat],,,,,,,2019-02-23,,,,,,,,,,,,,,,,,,,,,,,
My Açucena [Açucena],,,,,,,2019-02-24,,,,,,,,,,,,,,,,,,,,,,,
The Samba in Me,,,,,,,2019-02-25,,,,,,,,,,,,,,,,,,,,,,,
Outra vez,,,,,,,2019-02-26,,,,,,,,,,,,,,,,,,,,,,,
Time to Say Hello [Samba de Orly],,,,,,,2019-02-27,,,,,,,,,,,,,,,,,,,,,,,
Eu sei que vou te amar,,,,,,,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,
